adsh,cik,gvkey,form,filed,co_conm,will,shall,going_to,expect_to,expected_to,expecting_to
0001193125-09-162171,90185,9699,10-Q,20090803,SIGMA-ALDRICH CORP,74.0,3.0,0.0,0.0,0.0,0.0
0001193125-09-162305,49071,27914,10-Q,20090803,HUMANA INC,140.0,582.0,0.0,0.0,0.0,0.0
0001193125-09-163299,773910,11923,10-Q,20090804,ANADARKO PETROLEUM CORP,64.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-163543,1047862,3413,10-Q,20090804,CONSOLIDATED EDISON INC,85.0,2.0,0.0,0.0,0.0,0.0
0001193125-09-163726,101830,10984,10-Q,20090804,SPRINT CORP,161.0,107.0,0.0,0.0,0.0,0.0
0001193125-09-163762,40533,5046,10-Q,20090804,GENERAL DYNAMICS CORP,219.0,23.0,0.0,0.0,0.0,0.0
0001193125-09-163822,1365135,175263,10-Q,20090804,WESTERN UNION CO,192.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-163865,64803,7241,10-Q,20090804,CVS HEALTH CORP,227.0,833.0,0.0,0.0,0.0,0.0
0001193125-09-164943,1103982,142953,10-Q,20090805,MONDELEZ INTERNATIONAL INC,127.0,2.0,0.0,0.0,0.0,0.0
0001193125-09-165131,835729,14650,10-Q,20090805,BMC SOFTWARE INC,84.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-165196,34088,4503,10-Q,20090805,EXXON MOBIL CORP,19.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-165368,945436,60992,10-Q,20090805,SUNEDISON INC,124.0,36.0,0.0,0.0,0.0,0.0
0001193125-09-165373,5513,12726,10-Q,20090805,UNUM GROUP,151.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-165391,790070,12053,10-Q,20090805,EMC CORP/MA,136.0,326.0,0.0,0.0,0.0,0.0
0001193125-09-165435,37785,4510,10-Q,20090805,FMC CORP,284.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-165464,740260,110179,10-Q,20090805,VENTAS INC,68.0,3.0,0.0,0.0,0.0,0.0
0001193125-09-165473,849213,15709,10-Q,20090805,PLUM CREEK TIMBER CO INC,60.0,189.0,0.0,0.0,0.0,0.0
0001193125-09-165497,29669,4040,10-Q,20090805,DONNELLEY (R R) & SONS CO,118.0,46.0,0.0,0.0,0.0,0.0
0001193125-09-165503,1281761,4674,10-Q,20090805,REGIONS FINANCIAL CORP,212.0,2.0,0.0,0.0,0.0,0.0
0001193125-09-165506,882095,24856,10-Q,20090805,GILEAD SCIENCES INC,214.0,563.0,0.0,0.0,0.0,0.0
0001193125-09-165642,1267238,157057,10-Q,20090806,ASSURANT INC,200.0,80.0,0.0,0.0,0.0,0.0
0001193125-09-166658,63908,7154,10-Q,20090806,MCDONALD'S CORP,73.0,209.0,0.0,0.0,0.0,0.0
0001193125-09-166661,868809,28256,10-Q,20090806,XTO ENERGY INC,64.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-166759,1166691,3226,10-Q,20090806,COMCAST CORP,91.0,440.0,0.0,0.0,0.0,0.0
0001193125-09-166917,1282266,174490,10-Q,20090806,WINDSTREAM HOLDINGS INC,193.0,48.0,0.0,0.0,0.0,0.0
0001193125-09-166920,859737,20904,10-Q,20090806,HOLOGIC INC,514.0,4.0,0.0,0.0,0.0,0.0
0001193125-09-166979,1466258,5959,10-Q,20090806,TRANE TECHNOLOGIES PLC,222.0,170.0,0.0,0.0,0.0,0.0
0001193125-09-167020,316709,13988,10-Q,20090806,SCHWAB (CHARLES) CORP,130.0,310.0,0.0,0.0,0.0,0.0
0001193125-09-167025,798354,12635,10-Q,20090806,FISERV INC,59.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-167069,5187,1478,10-Q,20090806,WYETH,141.0,3.0,0.0,0.0,0.0,0.0
0001193125-09-167151,1135971,8694,10-Q,20090806,PEPCO HOLDINGS INC,419.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-167155,1053507,105365,10-Q,20090806,AMERICAN TOWER CORP,260.0,596.0,0.0,0.0,0.0,0.0
0001193125-09-167160,731766,10903,10-Q,20090806,UNITEDHEALTH GROUP INC,136.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-167264,1037540,64925,10-Q,20090806,BOSTON PROPERTIES INC,77.0,7.0,0.0,0.0,0.0,0.0
0001193125-09-167271,906107,28733,10-Q,20090806,EQUITY RESIDENTIAL,55.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-167317,1014473,66368,10-Q,20090806,VERISIGN INC,234.0,18.0,0.0,0.0,0.0,0.0
0001193125-09-167427,874761,24216,10-Q,20090807,AES CORP (THE),508.0,1235.0,0.0,0.0,0.0,0.0
0001193125-09-167626,927066,61483,10-Q,20090807,DAVITA INC,101.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-168413,320335,10614,10-Q,20090807,GLOBE LIFE INC,100.0,79.0,0.0,0.0,0.0,0.0
0001193125-09-168490,1368007,166451,10-Q,20090807,NYSE EURONEXT,127.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-168553,1135152,142811,10-Q,20090807,FMC TECHNOLOGIES INC,57.0,58.0,0.0,0.0,0.0,0.0
0001193125-09-168564,38777,4885,10-Q,20090807,FRANKLIN RESOURCES INC,157.0,2.0,0.0,0.0,0.0,0.0
0001193125-09-168607,1326160,4093,10-Q,20090807,DUKE ENERGY CORP,329.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-168742,79958,8717,10-Q,20090807,PRECISION CASTPARTS CORP,115.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-168802,717423,7620,10-Q,20090807,MURPHY OIL CORP,87.0,4.0,0.0,0.0,0.0,0.0
0001193125-09-168881,896159,28034,10-Q,20090807,CHUBB LTD,201.0,334.0,0.0,0.0,0.0,0.0
0001193125-09-168917,3673,1279,10-Q,20090807,ALLEGHENY ENERGY INC,156.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-168935,70858,7647,10-Q,20090807,BANK OF AMERICA CORP,416.0,1.0,0.0,0.0,0.0,0.0
0001193125-09-168937,877890,61676,10-Q,20090807,CITRIX SYSTEMS INC,182.0,34.0,0.0,0.0,0.0,0.0
0001193125-09-168965,1373835,176282,10-Q,20090807,SPECTRA ENERGY CORP,634.0,1986.0,0.0,0.0,0.0,0.0
0001193125-09-168966,1058290,111864,10-Q,20090807,COGNIZANT TECH SOLUTIONS,178.0,302.0,0.0,0.0,0.0,0.0
0001193125-09-168969,1364742,124434,10-Q,20090807,BLACKROCK INC,190.0,84.0,0.0,0.0,0.0,0.0
0001193125-09-169068,1090727,10920,10-Q,20090807,UNITED PARCEL SERVICE INC,145.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-169079,789073,1408,10-Q,20090807,BEAM INC,142.0,7.0,0.0,0.0,0.0,0.0
0001193125-09-169081,1137774,143356,10-Q,20090807,PRUDENTIAL FINANCIAL INC,332.0,25.0,0.0,0.0,0.0,0.0
0001193125-09-169086,746515,4494,10-Q,20090807,EXPEDITORS INTL WASH INC,74.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-169110,1011006,62634,10-Q,20090807,ALTABA INC,270.0,19.0,0.0,0.0,0.0,0.0
0001193125-09-169196,1390777,2019,10-Q,20090807,BANK OF NEW YORK MELLON CORP,234.0,249.0,0.0,0.0,0.0,0.0
0001193125-09-169269,895421,12124,10-Q,20090807,MORGAN STANLEY,692.0,882.0,0.0,0.0,0.0,0.0
0001193125-09-169343,850693,15708,10-Q,20090810,ALLERGAN INC,190.0,5.0,0.0,0.0,0.0,0.0
0001193125-09-169378,318154,1602,10-Q,20090810,AMGEN INC,146.0,27.0,0.0,0.0,0.0,0.0
0001193125-09-169449,93751,10035,10-Q,20090810,STATE STREET CORP,324.0,604.0,0.0,0.0,0.0,0.0
0001193125-09-169473,106535,11456,10-Q,20090810,WEYERHAEUSER CO,108.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-169479,750556,10187,10-Q,20090810,SUNTRUST BANKS INC,420.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-170002,80661,13341,10-Q,20090810,PROGRESSIVE CORP-OHIO,85.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-170159,1043277,65609,10-Q,20090810,C H ROBINSON WORLDWIDE INC,76.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-170208,354908,28477,10-Q,20090810,FLIR SYSTEMS INC,90.0,172.0,0.0,0.0,0.0,0.0
0001193125-09-170393,1378946,16245,10-Q,20090810,PEOPLE'S UNITED FINL INC,94.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-170432,1002910,10860,10-Q,20090810,AMEREN CORP,789.0,1734.0,0.0,0.0,0.0,0.0
0001193125-09-170563,713676,8245,10-Q,20090810,PNC FINANCIAL SVCS GROUP INC,439.0,72.0,0.0,0.0,0.0,0.0
0001193125-09-170647,895126,27786,10-Q,20090810,CHESAPEAKE ENERGY CORP,109.0,70.0,0.0,0.0,0.0,0.0
0001193125-09-170697,35527,4640,10-Q,20090810,FIFTH THIRD BANCORP,246.0,15.0,0.0,0.0,0.0,0.0
0001193125-09-170756,927628,30990,10-Q,20090810,CAPITAL ONE FINANCIAL CORP,256.0,10.0,0.0,0.0,0.0,0.0
0001193125-09-170759,712515,16721,10-Q,20090810,ELECTRONIC ARTS INC,179.0,278.0,0.0,0.0,0.0,0.0
0001193125-09-171521,73309,8030,10-Q,20090811,NUCOR CORP,111.0,3.0,0.0,0.0,0.0,0.0
0001193125-09-171667,203527,11115,10-Q,20090811,VARIAN MEDICAL SYSTEMS INC,234.0,6.0,0.0,0.0,0.0,0.0
0001193125-09-180950,1108524,157855,10-Q,20090825,SALESFORCE.COM INC,120.0,17.0,0.0,0.0,0.0,0.0
0001193125-09-183342,769397,1878,10-Q,20090828,AUTODESK INC,294.0,1.0,0.0,0.0,0.0,0.0
0001193125-09-187625,885639,25283,10-Q,20090904,KOHL'S CORP,44.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-187824,701985,6733,10-Q,20090904,L BRANDS INC,96.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-188479,794367,4611,10-Q,20090908,MACY'S INC,357.0,2284.0,0.0,0.0,0.0,0.0
0001193125-09-189177,104169,11259,10-Q,20090909,WALMART INC,139.0,12.0,0.0,0.0,0.0,0.0
0001193125-09-189281,39911,4990,10-Q,20090909,GAP INC,60.0,0.0,0.0,0.0,0.0,0.0
0001193125-09-195193,1341439,12142,10-Q,20090921,ORACLE CORP,183.0,95.0,0.0,0.0,0.0,0.0
0001274494-09-000019,1274494,175404,10-Q,20090803,FIRST SOLAR INC,233.0,5.0,0.0,0.0,0.0,0.0
0000004904-09-000174,4904,1440,10-Q,20091030,AMERICAN ELECTRIC POWER CO,603.0,28.0,0.0,0.0,0.0,0.0
0000007084-09-000061,7084,1722,10-Q,20091106,ARCHER-DANIELS-MIDLAND CO,125.0,0.0,0.0,0.0,0.0,0.0
0000007332-09-000034,7332,9904,10-Q,20091030,SOUTHWESTERN ENERGY CO,71.0,0.0,0.0,0.0,0.0,0.0
0000008670-09-000037,8670,1891,10-Q,20091106,AUTOMATIC DATA PROCESSING,156.0,69.0,0.0,0.0,0.0,0.0
0000018230-09-000466,18230,2817,10-Q,20091030,CATERPILLAR INC,378.0,6.0,0.0,0.0,0.0,0.0
0000024741-09-000043,24741,3532,10-Q,20091102,CORNING INC,361.0,0.0,0.0,0.0,0.0,0.0
0000037748-09-000051,37748,141400,10-Q,20091028,MASSEY ENERGY CO,52.0,52.0,0.0,0.0,0.0,0.0
0000038074-09-000048,38074,4843,10-Q,20091109,FOREST LABORATORIES  -CL A,121.0,77.0,0.0,0.0,0.0,0.0
0000040545-09-000071,40545,5047,10-Q,20091102,GENERAL ELECTRIC CO,242.0,0.0,0.0,0.0,0.0,0.0
0000045012-09-000390,45012,5439,10-Q,20091023,HALLIBURTON CO,129.0,87.0,0.0,0.0,0.0,0.0
0000047111-09-000050,47111,5597,10-Q,20091112,HERSHEY CO,81.0,0.0,0.0,0.0,0.0,0.0
0000049826-09-000091,49826,5878,10-Q,20091030,ILLINOIS TOOL WORKS,284.0,0.0,0.0,0.0,0.0,0.0
0000059558-09-000148,59558,6742,10-Q,20091106,LINCOLN NATIONAL CORP,415.0,787.0,0.0,0.0,0.0,0.0
0000060667-09-000160,60667,6829,10-Q,20091201,LOWE'S COS INC,5.0,0.0,0.0,0.0,0.0,0.0
0000065984-09-000219,65984,7366,10-Q,20091106,ENTERGY CORP,157.0,74.0,0.0,0.0,0.0,0.0
0000072207-09-000038,72207,7912,10-Q,20091029,NOBLE ENERGY INC,120.0,0.0,0.0,0.0,0.0,0.0
0000085408-09-000048,85408,9258,10-Q,20091106,ROWAN COMPANIES PLC,57.0,3.0,0.0,0.0,0.0,0.0
0000086521-09-000062,1032208,8272,10-Q,20091109,SEMPRA ENERGY,127.0,0.0,0.0,0.0,0.0,0.0
0000092122-09-000089,92122,9850,10-Q,20091106,SOUTHERN CO,257.0,6.0,0.0,0.0,0.0,0.0
0000092380-09-000048,92380,9882,10-Q,20091023,SOUTHWEST AIRLINES,76.0,0.0,0.0,0.0,0.0,0.0
0000096223-09-000086,96223,6682,10-Q,20091105,JEFFERIES FINANCIAL GRP INC,185.0,0.0,0.0,0.0,0.0,0.0
0000097216-09-000219,97216,7991,10-Q,20091029,TEREX CORP,308.0,40.0,0.0,0.0,0.0,0.0
0000097476-09-000041,97476,10499,10-Q,20091030,TEXAS INSTRUMENTS INC,212.0,169.0,0.0,0.0,0.0,0.0
0000097745-09-000050,97745,10530,10-Q,20091030,THERMO FISHER SCIENTIFIC INC,115.0,12.0,0.0,0.0,0.0,0.0
0000101778-09-000123,101778,7017,10-Q,20091106,MARATHON OIL CORP,95.0,0.0,0.0,0.0,0.0,0.0
0000107815-09-000062,783325,11550,10-Q,20091030,WEC ENERGY GROUP INC,75.0,0.0,0.0,0.0,0.0,0.0
0000217346-09-000156,217346,10519,10-Q,20091030,TEXTRON INC,124.0,83.0,0.0,0.0,0.0,0.0
0000277135-09-000043,277135,5256,10-Q,20091029,GRAINGER (W W) INC,60.0,3.0,0.0,0.0,0.0,0.0
0000277948-09-000164,277948,2574,10-Q,20091020,CSX CORP,58.0,0.0,0.0,0.0,0.0,0.0
0000314808-09-000093,314808,2270,10-Q,20091022,VALARIS PLC,252.0,82.0,0.0,0.0,0.0,0.0
0000702165-09-000170,702165,7923,10-Q,20091030,NORFOLK SOUTHERN CORP,56.0,12.0,0.0,0.0,0.0,0.0
0000704051-09-000147,704051,6653,10-Q,20091106,LEGG MASON INC,179.0,0.0,0.0,0.0,0.0,0.0
0000732717-09-000091,732717,9899,10-Q,20091105,AT&T INC,74.0,2.0,0.0,0.0,0.0,0.0
0000751652-09-000059,751652,8873,10-Q,20091105,QUESTAR CORP,43.0,0.0,0.0,0.0,0.0,0.0
0000753308-09-000122,753308,4517,10-Q,20091030,NEXTERA ENERGY INC,113.0,404.0,0.0,0.0,0.0,0.0
0000796343-09-000032,796343,12540,10-Q,20091001,ADOBE INC,345.0,8.0,0.0,0.0,0.0,0.0
0000797468-09-000100,797468,8068,10-Q,20091102,OCCIDENTAL PETROLEUM CORP,30.0,1.0,0.0,0.0,0.0,0.0
0000801898-09-000167,801898,13003,10-K,20091222,JOY GLOBAL INC,299.0,0.0,0.0,0.0,0.0,0.0
0000821189-09-000067,821189,16478,10-Q,20091105,EOG RESOURCES INC,177.0,3.0,0.0,0.0,0.0,0.0
0000827054-09-000214,827054,27965,10-Q,20091106,MICROCHIP TECHNOLOGY INC,194.0,0.0,0.0,0.0,0.0,0.0
0000831259-09-000098,831259,14590,10-Q,20091106,FREEPORT-MCMORAN INC,95.0,14.0,0.0,0.0,0.0,0.0
0000874016-09-000059,874016,24032,10-Q,20091029,JONES GROUP INC,155.0,12.0,0.0,0.0,0.0,0.0
0000882835-09-000045,882835,24925,10-Q,20091102,ROPER TECHNOLOGIES INC,154.0,0.0,0.0,0.0,0.0,0.0
0000891092-09-003997,29989,4066,10-Q,20091026,OMNICOM GROUP,111.0,0.0,0.0,0.0,0.0,0.0
0000897101-09-002245,203077,9372,10-Q,20091110,ST JUDE MEDICAL INC,177.0,0.0,0.0,0.0,0.0,0.0
0000899689-09-000040,899689,11220,10-Q,20091103,VORNADO REALTY TRUST,106.0,0.0,0.0,0.0,0.0,0.0
0000912750-09-000076,912750,29173,10-Q,20091023,NEWFIELD EXPLORATION CO,59.0,0.0,0.0,0.0,0.0,0.0
0000915389-09-000070,915389,29392,10-Q,20091023,EASTMAN CHEMICAL CO,124.0,85.0,0.0,0.0,0.0,0.0
0000918160-09-000039,918160,29968,10-Q,20091103,AK STEEL HOLDING CORP,242.0,24.0,0.0,0.0,0.0,0.0
0000920148-09-000075,920148,14960,10-Q,20091029,LABORATORY CP OF AMER HLDGS,152.0,15.0,0.0,0.0,0.0,0.0
0000922224-09-000114,922224,8455,10-Q,20091030,PPL CORP,384.0,40.0,0.0,0.0,0.0,0.0
0000930413-09-005315,773840,1300,10-Q,20091023,HONEYWELL INTERNATIONAL INC,314.0,0.0,0.0,0.0,0.0,0.0
0000930413-09-005367,1022079,64166,10-Q,20091027,QUEST DIAGNOSTICS INC,227.0,6.0,0.0,0.0,0.0,0.0
0000930413-09-005485,788784,8810,10-Q,20091030,PUBLIC SERVICE ENTRP GRP INC,269.0,10.0,0.0,0.0,0.0,0.0
0000930413-09-005624,78814,8606,10-Q,20091106,PITNEY BOWES INC,191.0,9.0,0.0,0.0,0.0,0.0
0000941548-09-000163,941548,60894,10-Q,20091106,CAMERON INTERNATIONAL CORP,167.0,1.0,0.0,0.0,0.0,0.0
0000950123-09-048892,23217,3362,10-Q,20091007,CONAGRA BRANDS INC,167.0,134.0,0.0,0.0,0.0,0.0
0000950123-09-049454,1076405,119417,10-Q,20091009,PEPSI BOTTLING GROUP INC,206.0,6.0,0.0,0.0,0.0,0.0
0000950123-09-051815,1133421,7985,10-Q,20091021,NORTHROP GRUMMAN CORP,310.0,68.0,0.0,0.0,0.0,0.0
0000950123-09-051954,95521,10190,10-Q,20091021,SUPERVALU INC,211.0,25.0,0.0,0.0,0.0,0.0
0000950123-09-051956,875045,24468,10-Q,20091021,BIOGEN INC,266.0,3.0,0.0,0.0,0.0,0.0
0000950123-09-052020,315852,6788,10-Q,20091022,RANGE RESOURCES CORP,64.0,326.0,0.0,0.0,0.0,0.0
0000950123-09-052197,42542,5229,10-Q,20091022,GOODRICH CORP,162.0,14.0,0.0,0.0,0.0,0.0
0000950123-09-052329,1054374,66708,10-Q,20091022,BROADCOM CORP,522.0,664.0,0.0,0.0,0.0,0.0
0000950123-09-052556,29905,4058,10-Q,20091023,DOVER CORP,130.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-052559,1113169,12138,10-Q,20091023,PRICE (T. ROWE) GROUP,120.0,75.0,0.0,0.0,0.0,0.0
0000950123-09-052564,934612,2490,10-Q,20091023,BURLINGTON NORTHERN SANTA FE,87.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-052756,356028,3310,10-Q,20091023,CA INC,239.0,150.0,0.0,0.0,0.0,0.0
0000950123-09-053491,1275283,120877,10-Q,20091027,REYNOLDS AMERICAN INC,350.0,12.0,0.0,0.0,0.0,0.0
0000950123-09-053579,949039,61409,10-Q,20091027,DIAMOND OFFSHRE DRILLING INC,65.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-053699,89800,9667,10-Q,20091027,SHERWIN-WILLIAMS CO,348.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-053715,927653,7171,10-Q,20091027,MCKESSON CORP,232.0,137.0,0.0,0.0,0.0,0.0
0000950123-09-053754,1306830,162254,10-Q,20091027,CELANESE CORP,235.0,18.0,0.0,0.0,0.0,0.0
0000950123-09-053840,64040,7163,10-Q,20091028,S&P GLOBAL INC,141.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-053981,908255,28742,10-Q,20091028,BORGWARNER INC,180.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-054160,30625,4108,10-Q,20091028,FLOWSERVE CORP,130.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-054254,202058,5492,10-Q,20091028,L3HARRIS TECHNOLOGIES INC,84.0,54.0,0.0,0.0,0.0,0.0
0000950123-09-054293,1164727,7881,10-Q,20091029,NEWMONT CORP,80.0,310.0,0.0,0.0,0.0,0.0
0000950123-09-054484,107263,11506,10-Q,20091029,WILLIAMS COS INC,199.0,1.0,0.0,0.0,0.0,0.0
0000950123-09-054673,823768,14477,10-Q,20091029,WASTE MANAGEMENT INC,95.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-054738,1424847,147175,10-Q,20091029,LORILLARD INC,68.0,10.0,0.0,0.0,0.0,0.0
0000950123-09-054773,62996,7085,10-Q,20091029,MASCO CORP,135.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-054872,310158,7257,10-Q,20091029,MERCK & CO,148.0,3.0,0.0,0.0,0.0,0.0
0000950123-09-054900,106040,11399,10-Q,20091029,WESTERN DIGITAL CORP,114.0,128.0,0.0,0.0,0.0,0.0
0000950123-09-054928,54480,6335,10-Q,20091029,KANSAS CITY SOUTHERN,110.0,3.0,0.0,0.0,0.0,0.0
0000950123-09-054957,10456,2086,10-Q,20091029,BAXTER INTERNATIONAL INC,224.0,36.0,0.0,0.0,0.0,0.0
0000950123-09-055399,914208,29804,10-Q,20091030,INVESCO LTD,324.0,677.0,0.0,0.0,0.0,0.0
0000950123-09-055409,59478,6730,10-Q,20091030,LILLY (ELI) & CO,166.0,150.0,0.0,0.0,0.0,0.0
0000950123-09-055534,1163739,1661,10-Q,20091030,NABORS INDUSTRIES LTD,143.0,19.0,0.0,0.0,0.0,0.0
0000950123-09-055625,816284,13599,10-Q,20091030,CELGENE CORP,280.0,3.0,0.0,0.0,0.0,0.0
0000950123-09-055676,936340,3897,10-Q,20091030,DTE ENERGY CO,195.0,12.0,0.0,0.0,0.0,0.0
0000950123-09-056216,1013871,135990,10-Q,20091102,NRG ENERGY INC,300.0,309.0,0.0,0.0,0.0,0.0
0000950123-09-056321,50863,6008,10-Q,20091102,INTEL CORP,385.0,659.0,0.0,0.0,0.0,0.0
0000950123-09-056401,216228,5860,10-Q,20091103,ITT INC,256.0,4.0,0.0,0.0,0.0,0.0
0000950123-09-056585,96021,10247,10-Q,20091103,SYSCO CORP,373.0,673.0,0.0,0.0,0.0,0.0
0000950123-09-056892,1170650,7186,10-Q,20091103,MEDCO HEALTH SOLUTIONS INC,204.0,13.0,0.0,0.0,0.0,0.0
0000950123-09-056913,874766,61739,10-Q,20091103,HARTFORD FINANCIAL SERVICES,390.0,123.0,0.0,0.0,0.0,0.0
0000950123-09-056946,1437107,164296,10-Q,20091103,DISCOVERY INC,333.0,76.0,0.0,0.0,0.0,0.0
0000950123-09-056991,1163165,8549,10-Q,20091103,CONOCOPHILLIPS,217.0,3.0,0.0,0.0,0.0,0.0
0000950123-09-057013,68505,7585,10-Q,20091104,MOTOROLA SOLUTIONS INC,270.0,8.0,0.0,0.0,0.0,0.0
0000950123-09-057068,1060391,112168,10-Q,20091104,REPUBLIC SERVICES INC,285.0,1.0,0.0,0.0,0.0,0.0
0000950123-09-057080,886982,114628,10-Q,20091104,GOLDMAN SACHS GROUP INC,305.0,864.0,0.0,0.0,0.0,0.0
0000950123-09-057114,1099219,133768,10-Q,20091104,METLIFE INC,453.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-057262,1105705,25056,10-Q,20091104,TIME WARNER INC,230.0,95.0,0.0,0.0,0.0,0.0
0000950123-09-057428,39899,4988,10-Q,20091104,TEGNA INC,220.0,142.0,0.0,0.0,0.0,0.0
0000950123-09-057604,849399,15855,10-Q,20091104,NORTONLIFELOCK INC,275.0,2.0,0.0,0.0,0.0,0.0
0000950123-09-057624,200406,6266,10-Q,20091104,JOHNSON & JOHNSON,226.0,89.0,0.0,0.0,0.0,0.0
0000950123-09-057628,1136869,144559,10-Q,20091104,ZIMMER BIOMET HOLDINGS INC,98.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-057789,36270,4699,10-Q,20091105,M & T BANK CORP,146.0,5.0,0.0,0.0,0.0,0.0
0000950123-09-057827,804328,24800,10-K,20091105,QUALCOMM INC,384.0,299.0,0.0,0.0,0.0,0.0
0000950123-09-058111,808362,1976,10-Q,20091105,BAKER HUGHES INC,163.0,16.0,0.0,0.0,0.0,0.0
0000950123-09-058120,93410,2991,10-Q,20091105,CHEVRON CORP,63.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-058201,40987,5125,10-Q,20091105,GENUINE PARTS CO,36.0,3.0,0.0,0.0,0.0,0.0
0000950123-09-058209,1037868,1598,10-Q,20091105,AMETEK INC,136.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-058300,1090012,14934,10-Q,20091105,DEVON ENERGY CORP,163.0,415.0,0.0,0.0,0.0,0.0
0000950123-09-058365,1136893,165993,10-Q,20091105,FIDELITY NATIONAL INFO SVCS,126.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-058421,1018963,10405,10-Q,20091105,ALLEGHENY TECHNOLOGIES INC,72.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-058426,1141982,3497,10-Q,20091105,COOPER INDUSTRIES PLC,310.0,505.0,0.0,0.0,0.0,0.0
0000950123-09-058443,310522,4601,10-Q,20091105,FEDERAL NATIONAL MORTGA ASSN,390.0,7.0,0.0,0.0,0.0,0.0
0000950123-09-058514,1035002,15247,10-Q,20091105,VALERO ENERGY CORP,71.0,12.0,0.0,0.0,0.0,0.0
0000950123-09-058668,1396009,11228,10-Q,20091106,VULCAN MATERIALS CO,317.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-058892,885725,25279,10-Q,20091106,BOSTON SCIENTIFIC CORP,140.0,3.0,0.0,0.0,0.0,0.0
0000950123-09-058936,1000697,61574,10-Q,20091106,WATERS CORP,283.0,2.0,0.0,0.0,0.0,0.0
0000950123-09-058979,1064728,142460,10-Q,20091106,PEABODY ENERGY CORP,210.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-058999,1021860,63892,10-Q,20091106,NATIONAL OILWELL VARCO INC,192.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-059235,72971,8007,10-Q,20091106,WELLS FARGO & CO,230.0,4.0,0.0,0.0,0.0,0.0
0000950123-09-059242,921847,122015,10-Q,20091106,HUDSON CITY BANCORP INC,104.0,12.0,0.0,0.0,0.0,0.0
0000950123-09-059246,1043604,121718,10-Q,20091106,JUNIPER NETWORKS INC,254.0,12.0,0.0,0.0,0.0,0.0
0000950123-09-059260,20171,3024,10-Q,20091106,CHUBB CORP,69.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-059277,4447,1380,10-Q,20091106,HESS CORP,42.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-059292,6769,1678,10-Q,20091106,APACHE CORP,100.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-059334,91576,9783,10-Q,20091106,KEYCORP,328.0,3.0,0.0,0.0,0.0,0.0
0000950123-09-059393,890801,25783,10-Q,20091106,MCAFEE INC,291.0,12.0,0.0,0.0,0.0,0.0
0000950123-09-059412,4977,1449,10-Q,20091106,AFLAC INC,196.0,3.0,0.0,0.0,0.0,0.0
0000950123-09-059436,65100,7267,10-Q,20091106,MERRILL LYNCH & CO INC,343.0,3.0,0.0,0.0,0.0,0.0
0000950123-09-059477,36104,4723,10-Q,20091106,U S BANCORP,90.0,0.0,0.0,0.0,0.0,0.0
0000950123-09-059493,915912,29875,10-Q,20091109,AVALONBAY COMMUNITIES INC,125.0,5.0,0.0,0.0,0.0,0.0
0000950123-09-059588,1066107,4242,10-Q,20091109,EL PASO CORP,296.0,0.0,0.0,0.0,0.0,0.0
